NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NOM_TYPEPRODUCTION,NOM_PROVENANCE,NO_TYPEPRODUCTION,NO_PROVENANCE
252,CAPTIVE/ASYLUM,Roger Cardinal,1997,1997-10-23,1997-11-12,0,0,Long métrage,Canadienne,11,6
254,HYPER ALLERGENIC,,1997,1997-10-14,1997-11-08,0,0,Long métrage,Canadienne,11,6
255,PHOTOGRAPHIE,,1997,1997-10-23,1997-12-31,0,0,Photographie,Canadienne,18,6
256,LES ESPIÈGLES (pilote),Pierre Paquin et Marc-André Chicoine,1997,1997-10-31,1997-12-31,0,0,Télévision générale,Canadienne,14,6
257,"GESTES, PAROLES DE CHARLES DAUDELIN",Richard Lavoie,1997,1997-11-01,1997-12-31,0,0,Court métrage,Canadienne,16,6
258,LAMENTS OF LA SAINTE-CATHERINE,"Andrea Kisser-Quig, Chris Girotti",1997,1997-11-13,1997-11-30,0,0,Film étudiant,Canadienne,19,6
259,INVESTORS,,1997,1997-11-05,1997-11-10,0,0,Court métrage,Etrangère,16,7
261,PERPETRATORS OF THE CRIME,John Hamilton,1997,1997-11-24,1997-12-19,0,0,Long métrage,Canadienne,11,6
262,LA VIE EST UN SPORT DANGEREUX,,1997,1997-09-10,1997-12-31,0,0,Série télévisée,Canadienne,13,6
263,AIRSPEED,Robert Tinnell,1997,1997-11-17,1997-12-12,0,0,Long métrage,Etrangère,11,7
264,L'AUTOBIOGRAPHE AMATEUR,Claude Fortin,1997,1997-11-21,1997-11-24,0,0,Long métrage,Canadienne,11,6
265,ESCAPE FROM WILD CAT CANYON,Marc F. Voizard,1997,1997-11-20,1997-11-30,0,0,Long métrage,Coproduction,11,8
266,COOL SHOTS,,1997,1997-11-20,1997-11-22,0,0,Court métrage,Etrangère,16,7
267,FUNAMBULE,Sophie D'Astous,1997,1997-11-21,1997-12-31,0,0,Série télévisée,Coproduction,13,8
268,G. CHUVALO'S FIGHT AGAINST DRUGS,,1997,1997-11-25,1997-12-21,0,0,Message publicitaire,Canadienne,15,6
270,CROQUE-LA-VIE,Lakshmi Nguon,1997,1997-11-26,1997-12-31,0,0,Série télévisée,Canadienne,13,6
271,DE BOUCHE À OREILLE,,1997,1998-01-01,1997-12-31,0,0,Télévision générale,Canadienne,14,6
272,THE  EDITORS,Larry Shapiro,1998,1998-01-01,1998-03-20,0,0,Télévision générale,Canadienne,14,6
273,BOULEDOGUE BAZAR,Pierre Mondor et Anne Sénécal,1998,1998-01-01,1998-06-01,0,0,Télévision générale,Canadienne,14,6
274,STUDENT BODIES,"Claude Maher, Don Bonhart",1998,1998-01-01,1998-02-28,0,0,Série télévisée,Canadienne,13,6
275,DIVA,"(J-C Lord) , Réjean Bourque et Lyne Charlebois",1998,1998-01-01,1998-03-01,0,0,Série télévisée,Canadienne,13,6
276,JEUX DE SOCIÉTÉ,Alain Hamel et Sylvie Guernon,1998,1998-01-01,1998-01-15,0,0,Télévision générale,Canadienne,14,6
277,ÉMISSION J.E.,Serge Catafard,1998,1998-01-01,1998-12-31,0,0,Télévision générale,Canadienne,14,6
278,TENDANCES,"Dominique Guérin, Simon Barrette",1998,1998-01-02,1998-02-28,0,0,Télévision générale,Canadienne,14,6
279,LE POING  J,,1998,1998-01-01,1998-05-10,0,0,Télévision générale,Canadienne,14,6
280,BOUSCOTTE,François Côté,1998,1998-01-01,1998-09-26,0,0,Série télévisée,Canadienne,13,6
281,L'ÉCUYER,,1998,1998-01-01,1998-12-31,0,0,Télévision générale,Canadienne,14,6
282,UN HIVER DE TOURMENTE,Bernard Favre,1998,1998-01-01,1998-03-31,0,0,Téléfilm,Coproduction,12,8
283,FAIS-EN TON AFFAIRE !,Réalisateur-coordonnateur : Paul Bourgeault,1998,1998-01-01,1998-03-30,0,0,Télévision générale,Canadienne,14,6
284,DE BOUCHE À OREILLE,,1998,1998-01-01,1998-05-22,0,0,Télévision générale,Canadienne,14,6
285,QUAND JE  SERAI PARTI...,Michel Brault,1998,1998-01-01,1998-02-28,0,0,Long métrage,Canadienne,11,6
286,BABEL,Gérard Pullicino,1998,1998-01-01,1998-03-09,0,0,Long métrage,Coproduction,11,8
287,RÉSEAUX,Gabriel Pelletier,1998,1998-01-01,1998-05-01,0,0,Série télévisée,Canadienne,13,6
288,"GESTES, PAROLES DE CHARLES DAUDELIN",Richard Lavoie,1998,1998-01-01,1998-04-30,0,0,Court métrage,Canadienne,16,6
289,Divers,"Sylvain Archambault, Curtis Wehfritz etc",1998,1998-01-01,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
290,OMERTA  III,George Mihalka,1998,1998-02-23,1998-08-30,0,0,Série télévisée,Canadienne,13,6
291,.,Différent à chaque pub,1998,1998-01-01,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
292,Divers,"Francis Lecler, Line Charlebois etc",1998,1998-01-01,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
293,Divers vidéos,"Bob Gabriel Sen, Claude latour etc",1998,1998-01-01,1998-12-31,0,0,Vidéo,Canadienne,17,6
294,AUTOPUBLICITÉ,,1998,1998-01-01,1998-12-31,0,0,Télévision générale,Canadienne,14,6
295,DIVERS,"Alain Desrochers, Jean-François Pouliot etc",1998,1998-01-01,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
296,ECCE HOMO,"G. Laframboise, M. Cayer, etc.",1998,1998-01-01,1998-06-01,0,0,Télévision générale,Canadienne,14,6
297,LA QUÊTE DE SOPHIA,Richard Boutet,1998,1998-01-01,1998-02-15,0,0,Long métrage,Canadienne,11,6
298,DIVERS,"Michael Green,David Uloth etc",1998,1998-01-01,1998-12-31,0,0,Film étudiant,Canadienne,19,6
299,LE JOUR DU SEIGNEUR,,1998,1998-01-01,1998-12-31,0,0,Télévision générale,Canadienne,14,6
300,LA COURSE DESTINATION MONDE,Participants de la course,1998,1998-01-01,1998-12-31,0,0,Télévision générale,Canadienne,14,6
301,MES PREMIERS TOURS/ALAIN CHOQUETTE,Frédérique D'Amour,1998,1998-01-28,1998-01-30,0,0,Court métrage,Canadienne,16,6
302,LES PETITS MAÎTRES,Sébastien Rose,1998,1998-02-20,1998-03-03,0,0,Court métrage,Canadienne,16,6
304,WAKING THE DEAD,Keith Gordon,1998,1998-02-04,1998-04-10,0,0,Long métrage,Etrangère,11,7
305,Divers,Claude Brie et Frédérique Lafleur,1998,1998-01-01,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
306,20 IÈME SIECLE,,1998,1998-01-01,1998-12-31,0,0,Télévision générale,Canadienne,14,6
307,DIVERS,Stéphane Parent et autres,1998,1998-01-01,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
308,BODY PARTS,,1998,1998-02-16,1998-06-30,0,0,Long métrage,Canadienne,11,6
309,DES HISTOIRES D'HIVER,François Bouvier,1998,1998-02-01,1998-02-28,0,0,Long métrage,Canadienne,11,6
310,SOUVENIRS INTIMES,Jean Beaudin,1998,1998-02-20,1998-04-30,0,0,Long métrage,Canadienne,11,6
311,Divers vidéoclip,"Bernard schmidt, Laurent Berthollier",1998,1998-02-02,1998-12-31,0,0,Vidéo,Canadienne,17,6
312,ENCADREMENTS JEUNESSE,,1998,1998-02-01,1998-09-01,0,0,Télévision générale,Canadienne,14,6
313,27 DEGRÉ SOUS ZÉRO,Salazar Hamlet,1998,1998-01-25,1998-02-15,0,0,Vidéo,Canadienne,17,6
314,REVENGE (The Best Revenge),Marc S. Grenier,1998,1998-02-20,1998-03-30,0,0,Long métrage,Canadienne,11,6
315,CROQUE LA VIE,,1998,1998-02-05,1998-12-31,0,0,Télévision générale,Canadienne,14,6
316,I OU LE DOMAINE DU POSSIBLE,Bernard Nadeau,1998,1998-02-10,1998-02-17,0,0,Court métrage,Canadienne,16,6
317,EYE OF THE BEHOLDER,Stephan Elliott,1998,1998-03-23,1998-05-30,0,0,Long métrage,Coproduction,11,8
318,ENTRETIEN SOUS TERRAIN,,1998,1998-02-06,1998-02-08,0,0,Court métrage,Canadienne,16,6
319,Divers films étudiants,Multiples,1998,1998-02-06,1998-12-31,0,0,Film étudiant,Canadienne,19,6
320,"PLUS ÇA CHANGE, PLUS Ç'EST PAREIL",,1998,1998-02-10,1998-09-22,0,0,Télévision générale,Canadienne,14,6
321,SCÈNES DE RUE,,1998,1998-02-10,1998-03-01,0,0,Télévision générale,Canadienne,14,6
322,LADY OF THE LAKE,Maurice Devereaux,1998,1998-02-21,1998-03-09,0,0,Long métrage,Canadienne,11,6
323,EVERYMAN,,1998,1998-02-13,1998-02-27,0,0,Télévision générale,Etrangère,14,7
324,FRIGO-SHOW,Pierre Théoret,1998,1998-02-12,1998-02-17,0,0,Série télévisée,Canadienne,13,6
325,Divers,"Jean-François proteau, Patrick Gazé etc",1998,1998-01-01,1998-12-31,0,0,Vidéo,Canadienne,17,6
326,PUB POUR LES SCOUTS,Christian Drolet,1998,1998-02-13,1998-02-20,0,0,Message publicitaire,Canadienne,15,6
327,LA VIE EST UN SPORT DANGEREUX,,1998,1998-02-10,1998-12-31,0,0,Télévision générale,Canadienne,14,6
328,LE POING J,,1998,1998-01-01,1998-05-10,0,0,Télévision générale,Canadienne,14,6
329,PLACE PUBLIQUE,,1998,1998-01-01,1998-12-31,0,0,Série télévisée,Canadienne,13,6
330,"Budweiser  ""Goal 2""",,1998,1998-03-01,1998-03-25,0,0,Message publicitaire,Etrangère,15,7
331,Super 7,,1998,1998-02-18,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
332,CAP AVENTURE I,Yvonne Defour,1998,1998-02-20,1998-12-31,0,0,Télévision générale,Canadienne,14,6
333,GÉNÉRAL/RDI,divers à chaque reportage,1998,1998-02-19,1998-12-31,0,0,Télévision générale,Canadienne,14,6
334,MÉTÉOMÉDIA/THE WEATHER NETWORK,,1998,1998-02-25,1998-12-31,0,0,Télévision générale,Canadienne,14,6
335,CFCF-12/PROMO SIR WINSTON CHURCHILL PUB,,1998,1998-03-17,1998-03-17,0,0,Télévision générale,Canadienne,14,6
336,"Pochette du disque ""Flou"" de Catherine Durand",Claudine Sauvé,1998,1998-03-04,1998-03-05,0,0,Photographie,Canadienne,18,6
337,EMPORTE MOI,Léa Pool,1998,1998-02-27,1998-02-28,0,0,Long métrage,Canadienne,11,6
338,1000 ENFANTS DE L'AN 2000,,1998,1998-02-27,1998-02-28,0,0,Court métrage,Etrangère,16,7
339,DIVERS,,1998,1998-02-27,1998-12-31,0,0,Télévision générale,Etrangère,14,7
340,.,,1998,1998-03-02,1998-12-31,0,0,Télévision générale,Canadienne,14,6
341,SEMAINE DE LA FRANCOPHONIE,,1998,1998-03-18,1998-03-22,0,0,Télévision générale,Canadienne,14,6
342,.,,1998,1998-03-03,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
343,CALL SOMEBODY,A Déterminer,1998,1998-03-06,1998-03-30,0,0,Court métrage,Canadienne,16,6
344,BIG BEAR,Gil Cardinal,1998,1998-03-04,1998-03-28,0,0,Long métrage,Canadienne,11,6
345,MUSÉE McCORD,Philippe Cinq-Mars,1998,1998-03-06,1998-07-14,0,0,Vidéo,Canadienne,17,6
346,Caterpiller,,1998,1998-03-06,1998-03-15,0,0,Photographie,Etrangère,18,7
347,.,Jean Bergeron et Hervé Hiolle,1998,1998-03-10,1998-08-08,0,0,Message publicitaire,Canadienne,15,6
348,PAS DE VACANCES POUR LES IDOLES,Mireille Paris,1998,1998-03-10,1998-12-31,0,0,Télévision générale,Canadienne,14,6
349,TRIANGLE,Sylvain Gingras,1998,1998-03-13,1998-03-20,0,0,Court métrage,Canadienne,16,6
350,PATINAGE COURTE PISTE,,1998,1998-03-12,1998-12-31,0,0,Télévision générale,Canadienne,14,6
351,MYSTERY FILES OF SHELBY WOO / Bed & Breakfast Productions,"Jim Donovan, Maggie Greenwald",1998,1998-03-30,1998-08-30,0,0,Série télévisée,Coproduction,13,8
352,DIVERS,,1998,1998-03-16,1998-12-31,0,0,Télévision générale,Canadienne,14,6
353,film étudiant,divers à chaque film,1998,1998-03-16,1998-12-31,0,0,Film étudiant,Canadienne,19,6
354,_,,1998,1998-03-21,1998-12-31,0,0,Film étudiant,Canadienne,19,6
355,SECURING THE FUTURE,Jeff Chewka,1998,1998-03-18,1998-03-20,0,0,Court métrage,Canadienne,16,6
356,WHEN OPPOSITES ATTRACT,Mark Job,1998,1998-03-28,1998-03-30,0,0,Court métrage,Canadienne,16,6
357,Christmas in Québec,Judy Lyness,1998,1998-03-19,1998-03-22,0,0,Vidéo,Canadienne,17,6
358,"""Trouver l'erreur MOLSON""",Frédérique Desjardins,1998,1998-03-30,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
359,REQUIEM FOR  MURDER,Douglas Jackson,1998,1998-04-01,1998-05-10,0,0,Long métrage,Canadienne,11,6
360,CASERNE 24,François Côté / Jean Bourbonnais,1998,1998-05-01,1998-09-30,0,0,Série télévisée,Canadienne,13,6
361,TÉLÉVISION QUATRE SAISONS,,1998,1998-03-26,1998-12-31,0,0,Télévision générale,Canadienne,14,6
362,LES PIONNIERS ET LE VERGLAS,Pierre Dalodière,1998,1998-04-06,1998-04-13,0,0,Vidéo,Canadienne,17,6
363,THE PACT,Rodney Gibbons,1998,1998-04-22,1998-05-25,0,0,Long métrage,Canadienne,11,6
364,GREY OWL,Richard Attenborrough,1998,1998-03-17,1998-06-25,0,0,Long métrage,Coproduction,11,8
365,LADIES ROOM,Gabriella Christiani,1998,1998-04-13,1998-06-15,0,0,Long métrage,Canadienne,11,6
366,.,"Yannick Paquin, Jeff T. Bastien,...",1998,1998-04-09,1998-09-07,0,0,Vidéo,Canadienne,17,6
367,EMPORTE-MOI,Léa Pool,1998,1998-05-11,1998-06-20,0,0,Long métrage,Coproduction,11,8
368,GALA,Annie Peyton,1998,1998-04-19,1998-12-31,0,0,Film étudiant,Canadienne,19,6
369,"LOVECRAFT ""BEYOND THE WALL OF SLEEP""",Raymond St-Jean,1998,1998-04-28,1998-05-27,0,0,Court métrage,Canadienne,16,6
370,JAZZ COLLECTION,Michel Barbeau,1998,1998-05-04,1998-05-18,0,0,Téléfilm,Canadienne,12,6
371,INGRID,Marie-Chrisine Ducros,1998,1998-04-25,1998-04-28,0,0,Court métrage,Canadienne,16,6
372,Les Montréalités,Geneviève Bédard,1998,1998-05-08,1998-05-18,0,0,Film étudiant,Canadienne,19,6
373,JULIETTE POMERLEAU,Claude Fournier,1998,1998-03-23,1998-08-20,0,0,Série télévisée,Canadienne,13,6
374,VIDÉOS CORPORATIFS,Michel David,1998,1998-01-01,1998-12-31,0,0,Vidéo,Canadienne,17,6
375,LES BOYS II,Louis Saïa,1998,1998-05-06,1998-07-10,0,0,Long métrage,Canadienne,11,6
376,LE DERNIER SOUFFLE,Richard Ciupka,1998,1998-05-11,1998-06-30,0,0,Long métrage,Canadienne,11,6
377,NICE WORK IF YOU CAN GET IT,Helene Klodawski,1998,1998-02-02,1998-08-15,0,0,Télévision générale,Canadienne,14,6
378,CES ENFANTS D'AILLEURS II,André Melançon,1998,1998-05-11,1998-08-31,0,0,Série télévisée,Canadienne,13,6
379,Divers,Jim Edward et Vincent Egret,1998,1998-01-01,1998-12-31,0,0,Vidéo,Canadienne,17,6
380,THE GHOSTS  OF  DICKEN'S PAST,Bruce Neibaur,1998,1998-05-19,1998-06-21,0,0,Téléfilm,Canadienne,12,6
381,DIVERS,Patrick Demers et Josée Roberge,1998,1998-04-27,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
382,ISN`T SHE GREAT,Andrew Bergman,1998,1998-05-20,1998-07-31,0,0,Long métrage,Etrangère,11,7
383,SOLDIER OF FORTUNE,Différents,1998,1998-05-19,1998-10-28,0,0,Série télévisée,Etrangère,13,7
384,LA SOMBREUSE,Martin Jolicoeur,1998,1998-05-03,1998-05-08,0,0,Court métrage,Canadienne,16,6
385,LES ESPIÈGLES,Margot Rivard,1998,1998-05-25,1998-07-17,0,0,Série télévisée,Canadienne,13,6
386,PIGNON SUR RUE III,Martin Leclerc,1998,1998-05-01,1998-12-31,0,0,Série télévisée,Canadienne,13,6
387,OBSCUR (Divers),Jean-François Desbois,1998,1998-05-04,1998-05-18,0,0,Multimédia,Canadienne,20,6
388,PULSE NEWS,Plusieurs,1998,1998-05-01,1998-10-01,0,0,Télévision générale,Canadienne,14,6
389,Fairwheater/ Macy's,Chris Nichols  (photographe),1998,1998-01-01,1998-12-31,0,0,Photographie,Canadienne,18,6
390,RUNNIN' HOME,Marc Voisard,1998,1998-05-09,1998-06-07,0,0,Long métrage,Canadienne,11,6
391,DIVERS,Michel Arsenault,1998,1998-01-01,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
392,Divers,Jacques Ouimet,1998,1998-06-03,1998-06-18,0,0,Vidéo,Canadienne,17,6
393,ECHO,Gian D'ornellas,1998,1998-05-29,1998-05-31,0,0,Long métrage,Canadienne,11,6
394,TIME AT THE TOP,Jimmy Kaufman,1998,1998-05-26,1998-07-10,0,0,Long métrage,Canadienne,11,6
395,DIVERS,,1998,1998-05-05,1998-07-01,0,0,Message publicitaire,Canadienne,15,6
396,DIVERS,,1998,1998-04-15,1998-12-31,0,0,Message publicitaire,Canadienne,15,6
397,PHOTOGRAPHIES,,1998,1998-05-08,1998-12-31,0,0,Photographie,Canadienne,18,6
398,LOW,Sophie keller,1998,1998-05-16,1998-05-17,0,0,Film étudiant,Canadienne,19,6
399,POST MORTEM,Louis Bélanger,1998,1998-05-19,1998-07-17,0,0,Long métrage,Canadienne,11,6
400,QUOTIDIENNE CULTURELLE,Jean Galarneau,1998,1998-05-11,1998-12-31,0,0,Télévision générale,Canadienne,14,6
401,"UN LIVRE, UN JOUR (FRANCE 3)",Fabrice Ferrari,1998,1998-05-11,1998-08-27,0,0,Court métrage,Etrangère,16,7
402,LA PENDERIE,Mario Zunino,1998,1998-05-11,1998-05-30,0,0,Court métrage,Canadienne,16,6
403,STUDENT BODIES,Gary Plaxton,1998,1998-06-08,1998-12-31,0,0,Série télévisée,Canadienne,13,6
404,LA JALOUSIE,Louis Choquette,1998,1998-05-26,1998-06-08,0,0,Série télévisée,Canadienne,13,6
405,LE VOLCAN TRANQUILLE  (suite),Pierrette Villemaire et Yves Mathieu,1998,1998-05-20,1998-07-04,0,0,Série télévisée,Canadienne,13,6
406,Mode couple en ville,Elle Québec,1998,1998-05-25,1998-05-25,0,0,Photographie,Canadienne,18,6
407,ÊTES-VOUS LIBRE CE SOIR?,Sylvain Robert,1998,1998-05-02,1998-05-18,0,0,Série télévisée,Canadienne,13,6
408,Pendant ce temps...,Ghislaine Côté,1998,1998-06-03,1998-06-07,0,0,Court métrage,Canadienne,16,6
409,ZONE DE TURBULENCE,"Brigitte Couture, Stéphane Laporte",1998,1998-05-01,1998-12-31,0,0,Télévision générale,Canadienne,14,6
410,Scully spécial Gabrielle Roy,Michelle Marchand,1998,1998-05-15,1998-05-15,0,0,Télévision générale,Canadienne,14,6
411,Kilomètre/heure,Régent Bourque,1998,1998-05-25,1999-01-25,0,0,Série télévisée,Canadienne,13,6
412,FLEURS DE NUIT,Pierre A. Morin,1998,1998-06-06,1998-07-15,0,0,Série télévisée,Canadienne,13,6
413,ATOMIC SAKÉ,Louise Archambault,1998,1998-05-25,1998-06-17,0,0,Court métrage,Canadienne,16,6
414,Techniques de la soie dentaire,Jean Amyot,1998,1998-05-28,1998-05-28,0,0,Vidéo,Canadienne,17,6
415,Vidéo promotionnel pour Canal-vie,André St-Pierre,1998,1998-05-28,1998-05-28,0,0,Vidéo,Canadienne,17,6
416,Vidéoclip,André Fortin,1998,1998-05-30,1998-05-30,0,0,Vidéo,Canadienne,17,6
417,OCTGM,Richard Jutras,1998,1998-06-02,1998-12-31,0,0,Vidéo,Canadienne,17,6
418,Catalogue / vêtements pour dames,,1998,1998-06-01,1998-06-04,0,0,Photographie,Canadienne,18,6
419,Catalogue,,1998,2003-06-03,2003-06-05,0,0,Photographie,Canadienne,18,6
420,Qui étiez-vous Monsieur P ?Qui étiiez-vous Monsieur P?,Bruno Carrière,1998,1998-06-03,1998-06-30,0,0,Téléfilm,Canadienne,12,6
421,MATRONI ET MOI,Jean-Philippe Duval,1998,1998-06-28,1998-08-28,0,0,Long métrage,Canadienne,11,6
422,Publicité de manteaux pour Utex,,1998,1998-06-11,1998-06-12,0,0,Photographie,Canadienne,18,6
423,Session de photographies,Manon Boyer,1998,1998-06-09,1998-06-09,0,0,Photographie,Canadienne,18,6
424,DIVERS,Mike Curran et autres,1998,1998-06-10,1998-12-31,0,0,Vidéo,Canadienne,17,6
425,THE SECRET ADVENTURES OF JULES VERNE,"Eleonore Lindo, J-Marc Vallée, Pierre de Lespinois",1998,1998-07-13,1999-05-01,0,0,Série télévisée,Coproduction,13,8
426,TAKEN,Max Fischer,1998,1998-06-10,1998-07-31,0,0,Long métrage,Canadienne,11,6
427,Le Passeur,Serge Giguère,1998,1998-06-12,1998-11-30,0,0,Télévision générale,Canadienne,14,6
428,Catalogue Phildar,Jacques Blondin,1998,1998-06-17,1998-06-18,0,0,Photographie,Etrangère,18,7
429,Delivery à la Panache,Philip Price,1998,1998-06-13,1998-06-15,0,0,Vidéo,Canadienne,17,6
430,PRESS RUN (Dead line),Robert Ditchburn,1998,1998-06-21,1998-07-25,0,0,Long métrage,Canadienne,11,6
431,Scènes de rue,Yves Lefèbvre,1998,1998-06-15,1998-09-04,0,0,Télévision générale,Canadienne,14,6
433,LES DEBROUILLARDS,Jean-Louis Côté,1998,1998-04-28,1998-08-31,0,0,Série télévisée,Canadienne,13,6
434,DIVA II,"Jean-Claude Lord, Bruno Carrière",1998,1998-06-25,1998-12-31,0,0,Série télévisée,Canadienne,13,6
435,Catalogue de maillots Baltex,,1998,1998-06-15,1998-06-19,0,0,Photographie,Canadienne,18,6
436,LES MOTS VOYAGEURS,Carole Laganière,1998,1998-06-16,1998-07-11,0,0,Court métrage,Canadienne,16,6
437,HYDRO-QUÉBEC INTERNATIONAL,Marc Bouchard,1998,1998-06-16,1998-06-21,0,0,Court métrage,Canadienne,16,6
438,Under the Sun,Stuart Grieg,1998,1998-06-23,1998-07-04,0,0,Télévision générale,Etrangère,14,7
439,Les Grandes Arnaques,Patrice Sauvé,1998,1998-06-22,1999-02-28,0,0,Série télévisée,Canadienne,13,6
440,Lover,Patrick Bernier,1998,1998-06-19,1998-06-21,0,0,Vidéo,Canadienne,17,6
441,DIVERS (PUB),Michel Cloutier,1998,1998-06-16,1999-04-01,0,0,Photographie,Canadienne,18,6
442,GALA JUSTE POUR RIRE / THEATRE ST-DENIS,Guy Gagnon,1998,1998-06-16,1998-12-31,0,0,Série télévisée,Canadienne,13,6
443,ENFER ET CONTRE TOUS,Andrée Cazabon,1998,1998-06-23,1998-06-28,0,0,Court métrage,Canadienne,16,6
444,THE PROM,"Jeremiah Hayes, Wendy Rowland",1998,1998-06-19,1998-06-19,0,0,Long métrage,Canadienne,11,6
445,Publireportage 555 Chabanel,Valérie Simon,1998,1998-06-25,1998-06-26,0,0,Photographie,Canadienne,18,6
447,FEMMES ET RELIGIEUSES,Lucie Lachapelle,1998,1998-06-13,1998-10-10,0,0,Court métrage,Canadienne,16,6
448,La Culture dans tous ses états -  Le verbe incendié,Denis Chouinard,1998,1998-06-14,1998-07-17,0,0,Télévision générale,Canadienne,14,6
449,ANIMA,Denise Payette,1998,1998-06-17,1998-12-31,0,0,Télévision générale,Canadienne,14,6
450,Macaroni tout garni,"Sylvain Laforêt, Michel Jacques",1998,1998-06-25,1998-11-20,0,0,Série télévisée,Canadienne,13,6
451,Ocean Drive,Craig Samuel,1998,1998-06-26,1998-06-26,0,0,Photographie,Canadienne,18,6
452,DIVERS:MAGASINS JACOB,Monic Richard,1998,1998-07-06,1998-12-31,0,0,Photographie,Canadienne,18,6
453,Promotion d'automne Vogue,Jean-Claude Lussier,1998,1998-07-06,1998-07-06,0,0,Photographie,Canadienne,18,6
454,ON A TROUVÉ UN PAYS...,Takao Maki,1998,1998-07-04,1998-07-07,0,0,Télévision générale,Etrangère,14,7
455,HABILLAGE   /   TÉLÉ-QUÉBEC,Mireille Veillet,1998,1998-07-01,1998-07-31,0,0,Télévision générale,Canadienne,14,6
456,WATATATOW,Michel Tardif,1998,1998-07-09,1998-12-18,0,0,Série télévisée,Canadienne,13,6
457,SCI-SQUAD,Darrell Suto,1998,1998-07-21,1998-10-16,0,0,Série télévisée,Canadienne,13,6
458,TREND SPOTTING,"Kathy Cross, Catherine Pilon",1998,1998-07-07,1998-09-03,0,0,Série télévisée,Canadienne,13,6
460,LES FANTÔMES DES TROIS MADELEINE,Guylaine Dionne,1998,1998-07-07,1998-08-19,0,0,Long métrage,Canadienne,11,6
461,MUSIQUE PLUS,,1998,1998-07-08,1998-07-08,0,0,Télévision générale,Canadienne,14,6
462,WHERE THE MONEY IS,Marek Kanievska,1998,1998-07-27,1998-10-31,0,0,Long métrage,Etrangère,11,7
463,DIVERS (photos),Monique Pelland,1998,1998-07-07,1998-12-15,0,0,Photographie,Canadienne,18,6
464,BOULEDOGUE BAZAR,"Pierre Mondor, Martin Michon",1998,1998-07-08,1998-12-31,0,0,Série télévisée,Canadienne,13,6
465,REVENGE,Marc S. Grenier,1998,1998-07-18,1998-08-27,0,0,Long métrage,Canadienne,11,6
466,CATALOGUE / VÊTEMENTS POUR DAMES,Jean-Claude Lussier,1998,1998-07-09,1998-07-09,0,0,Photographie,Canadienne,18,6
467,Bonanno: a godfather's story (Family),Michel Poulette,1998,1998-08-06,1998-11-30,0,0,Série télévisée,Canadienne,13,6
468,Photographie de mode,Iona Monahan,1998,1998-07-28,1998-07-29,0,0,Photographie,Canadienne,18,6
469,PHOTO SHOOT,,1998,1998-07-13,1998-12-31,0,0,Photographie,Etrangère,18,7
470,Campagne publicitaire,Yanick Paquin,1998,1998-07-22,1998-07-23,0,0,Message publicitaire,Canadienne,15,6
471,CEGEP BOIS-DE-BOULOGNE,Daniel Bouchard,1998,1998-07-20,1998-07-25,0,0,Télévision générale,Canadienne,14,6
472,GASP,Roy Cross,1998,1998-08-20,1998-09-17,0,0,Long métrage,Canadienne,11,6
473,L'ECOLO,Muriel Ide,1998,1998-07-18,1998-08-03,0,0,Court métrage,Canadienne,16,6
474,PETERBILT TRUCKS,Tom Berkhart,1998,1998-07-10,1998-08-31,0,0,Photographie,Etrangère,18,7
